date,year,month,day,total_confirmed_cases,prev_day_confirmed,daily_confirmed
2022-06-19,2022,6,19,1367761,1364562,3199
2022-06-20,2022,6,20,1370981,1367761,3220
2022-06-21,2022,6,21,1378090,1370981,7109
2022-06-22,2022,6,22,1383952,1378090,5862
2022-06-23,2022,6,23,1390558,1383952,6606
2022-06-24,2022,6,24,1397074,1390558,6516
2022-06-25,2022,6,25,1403242,1397074,6168
2022-06-26,2022,6,26,1408358,1403242,5116
2022-06-27,2022,6,27,1413667,1408358,5309
2022-06-28,2022,6,28,1425171,1413667,11504
2022-06-29,2022,6,29,1434563,1425171,9392
2022-06-30,2022,6,30,1444068,1434563,9505
2022-07-01,2022,7,1,1453155,1444068,9087
2022-07-02,2022,7,2,1461107,1453155,7952
2022-07-03,2022,7,3,1467234,1461107,6127
2022-07-04,2022,7,4,1473180,1467234,5946
2022-07-05,2022,7,5,1485964,1473180,12784
2022-07-06,2022,7,6,1495953,1485964,9989
2022-07-07,2022,7,7,1505938,1495953,9985
2022-07-08,2022,7,8,1515222,1505938,9284
2022-07-09,2022,7,9,1523881,1515222,8659
2022-07-10,2022,7,10,1530304,1523881,6423
2022-07-11,2022,7,11,1534799,1530304,4495
2022-07-12,2022,7,12,1540778,1534799,5979
2022-07-13,2022,7,13,1557648,1540778,16870
2022-07-14,2022,7,14,1569420,1557648,11772
2022-07-15,2022,7,15,1579946,1569420,10526
2022-07-16,2022,7,16,1589099,1579946,9153
2022-07-17,2022,7,17,1596046,1589099,6947
2022-07-18,2022,7,18,1602273,1596046,6227
2022-07-19,2022,7,19,1616067,1602273,13794
2022-07-20,2022,7,20,1626360,1616067,10293
2022-07-21,2022,7,21,1636109,1626360,9749
2022-07-22,2022,7,22,1645092,1636109,8983
2022-07-23,2022,7,23,1652981,1645092,7889
2022-07-24,2022,7,24,1659156,1652981,6175
2022-07-25,2022,7,25,1664707,1659156,5551
2022-07-26,2022,7,26,1677126,1664707,12419
2022-07-27,2022,7,27,1685889,1677126,8763
2022-07-28,2022,7,28,1694454,1685889,8565
2022-07-29,2022,7,29,1702392,1694454,7938
2022-07-30,2022,7,30,1708950,1702392,6558
2022-07-31,2022,7,31,1714056,1708950,5106
2022-08-01,2022,8,1,1718765,1714056,4709
2022-08-02,2022,8,2,1728995,1718765,10230
2022-08-03,2022,8,3,1728995,1728995,0
2022-08-04,2022,8,4,1742874,1728995,13879
2022-08-05,2022,8,5,1749144,1742874,6270
2022-08-06,2022,8,6,1754777,1749144,5633
2022-08-07,2022,8,7,1759575,1754777,4798
2022-08-08,2022,8,8,1763116,1759575,3541
2022-08-09,2022,8,9,1771081,1763116,7965
2022-08-10,2022,8,10,1773386,1771081,2305
2022-08-11,2022,8,11,1773386,1773386,0
2022-08-12,2022,8,12,1786643,1773386,13257
2022-08-13,2022,8,13,1791046,1786643,4403
2022-08-14,2022,8,14,1794069,1791046,3023
2022-08-15,2022,8,15,1794069,1794069,0
2022-08-16,2022,8,16,1801936,1794069,7867
2022-08-17,2022,8,17,1805698,1801936,3762
2022-08-18,2022,8,18,1809251,1805698,3553
2022-08-19,2022,8,19,1812255,1809251,3004
2022-08-20,2022,8,20,1814915,1812255,2660
2022-08-21,2022,8,21,1816866,1814915,1951
2022-08-22,2022,8,22,1818560,1816866,1694
2022-08-23,2022,8,23,1822187,1818560,3627
2022-08-24,2022,8,24,1824832,1822187,2645
2022-08-25,2022,8,25,1827229,1824832,2397
2022-08-26,2022,8,26,1829361,1827229,2132
2022-08-27,2022,8,27,1831332,1829361,1971
2022-08-28,2022,8,28,1832780,1831332,1448
2022-08-29,2022,8,29,1834190,1832780,1410
2022-08-30,2022,8,30,1837090,1834190,2900
2022-08-31,2022,8,31,1839244,1837090,2154
2022-09-01,2022,9,1,1841288,1839244,2044
2022-09-02,2022,9,2,1843236,1841288,1948
2022-09-03,2022,9,3,1844785,1843236,1549
2022-09-04,2022,9,4,1846094,1844785,1309
2022-09-05,2022,9,5,1847270,1846094,1176
2022-09-06,2022,9,6,1850015,1847270,2745
2022-09-07,2022,9,7,1852286,1850015,2271
2022-09-08,2022,9,8,1854455,1852286,2169
2022-09-09,2022,9,9,1856673,1854455,2218
2022-09-10,2022,9,10,1858497,1856673,1824
2022-09-11,2022,9,11,1859937,1858497,1440
2022-09-12,2022,9,12,1861390,1859937,1453
2022-09-13,2022,9,13,1864742,1861390,3352
2022-09-14,2022,9,14,1867168,1864742,2426
2022-09-15,2022,9,15,1869591,1867168,2423
2022-09-16,2022,9,16,1871900,1869591,2309
2022-09-17,2022,9,17,1873747,1871900,1847
2022-09-18,2022,9,18,1875275,1873747,1528
2022-09-19,2022,9,19,1876584,1875275,1309
2022-09-20,2022,9,20,1879806,1876584,3222
2022-09-21,2022,9,21,1882314,1879806,2508
2022-09-22,2022,9,22,1884859,1882314,2545
2022-09-23,2022,9,23,1887202,1884859,2343
2022-09-24,2022,9,24,1889544,1887202,2342
2022-09-25,2022,9,25,1891341,1889544,1797
2022-09-26,2022,9,26,1892947,1891341,1606
2022-09-27,2022,9,27,1897307,1892947,4360
2022-09-28,2022,9,28,1900761,1897307,3454
2022-09-29,2022,9,29,1904192,1900761,3431
2022-09-30,2022,9,30,1907907,1904192,3715
2022-10-01,2022,10,1,1911417,1907907,3510
2022-10-02,2022,10,2,1914280,1911417,2863
2022-10-03,2022,10,3,1916993,1914280,2713
2022-10-04,2022,10,4,1924139,1916993,7146
2022-10-05,2022,10,5,1930062,1924139,5923
2022-10-06,2022,10,6,1936270,1930062,6208
2022-10-07,2022,10,7,1942204,1936270,5934
2022-10-08,2022,10,8,1948402,1942204,6198
2022-10-09,2022,10,9,1953197,1948402,4795
2022-10-10,2022,10,10,1957916,1953197,4719
2022-10-11,2022,10,11,1969648,1957916,11732
2022-10-12,2022,10,12,1979259,1969648,9611
2022-10-13,2022,10,13,1988760,1979259,9501
2022-10-14,2022,10,14,1997847,1988760,9087
2022-10-15,2022,10,15,2005884,1997847,8037
2022-10-16,2022,10,16,2012065,2005884,6181
2022-10-17,2022,10,17,2017261,2012065,5196
2022-10-18,2022,10,18,2029195,2017261,11934
2022-10-19,2022,10,19,2037947,2029195,8752
2022-10-20,2022,10,20,2046123,2037947,8176
2022-10-21,2022,10,21,2053370,2046123,7247
2022-10-22,2022,10,22,2059709,2053370,6339
2022-10-23,2022,10,23,2064163,2059709,4454
2022-10-24,2022,10,24,2067790,2064163,3627
2022-10-25,2022,10,25,2070784,2067790,2994
2022-10-26,2022,10,26,2080341,2070784,9557
2022-10-27,2022,10,27,2086588,2080341,6247
2022-10-28,2022,10,28,2091889,2086588,5301
2022-10-29,2022,10,29,2096520,2091889,4631
2022-10-30,2022,10,30,2099760,2096520,3240
2022-10-31,2022,10,31,2102372,2099760,2612
2022-11-01,2022,11,1,2108024,2102372,5652
2022-11-02,2022,11,2,2112110,2108024,4086
2022-11-03,2022,11,3,2115621,2112110,3511
2022-11-04,2022,11,4,2118749,2115621,3128
2022-11-05,2022,11,5,2121435,2118749,2686
2022-11-06,2022,11,6,2123328,2121435,1893
2022-11-07,2022,11,7,2125004,2123328,1676
2022-11-08,2022,11,8,2128572,2125004,3568
2022-11-09,2022,11,9,2131554,2128572,2982
2022-11-10,2022,11,10,2134319,2131554,2765
2022-11-11,2022,11,11,2136658,2134319,2339
2022-11-12,2022,11,12,2138598,2136658,1940
2022-11-13,2022,11,13,2140099,2138598,1501
2022-11-14,2022,11,14,2141411,2140099,1312
2022-11-15,2022,11,15,2144522,2141411,3111
2022-11-16,2022,11,16,2146706,2144522,2184
2022-11-17,2022,11,17,2148794,2146706,2088
2022-11-18,2022,11,18,2150702,2148794,1908
2022-11-19,2022,11,19,2152368,2150702,1666
2022-11-20,2022,11,20,2153535,2152368,1167
2022-11-21,2022,11,21,2154633,2153535,1098
2022-11-22,2022,11,22,2157021,2154633,2388
2022-11-23,2022,11,23,2158709,2157021,1688
2022-11-24,2022,11,24,2160324,2158709,1615
2022-11-25,2022,11,25,2161673,2160324,1349
2022-11-26,2022,11,26,2162963,2161673,1290
2022-11-27,2022,11,27,2163872,2162963,909
2022-11-28,2022,11,28,2164689,2163872,817
2022-11-29,2022,11,29,2166527,2164689,1838
2022-11-30,2022,11,30,2167897,2166527,1370
2022-12-01,2022,12,1,2169201,2167897,1304
2022-12-02,2022,12,2,2170498,2169201,1297
2022-12-03,2022,12,3,2171550,2170498,1052
2022-12-04,2022,12,4,2172396,2171550,846
2022-12-05,2022,12,5,2173172,2172396,776
2022-12-06,2022,12,6,2174989,2173172,1817
2022-12-07,2022,12,7,2176338,2174989,1349
2022-12-08,2022,12,8,2177701,2176338,1363
